Continue.keys, Continue.rt, instructions_response.keys, instructions_response.rt, repeat_response.keys, repeat_response.rt, key_resp_3.keys, key_resp_3.rt, key_resp_5.keys, key_resp_5.rt, key_resp_2.keys, key_resp_2.rt, key_resp_4.keys, key_resp_4.rt, Trials_response.keys, Trials_response.corr, Trials_response.rt, Block_Continue.keys, Block_Continue.rt, Image, instructions_1_loop.thisRepN, instructions_1_loop.thisTrialN, instructions_1_loop.thisN, instructions_1_loop.thisIndex, instructions_2_repeat.thisRepN, instructions_2_repeat.thisTrialN, instructions_2_repeat.thisN, instructions_2_repeat.thisIndex, stim, prompt, answer, trials_2.thisRepN, trials_2.thisTrialN, trials_2.thisN, trials_2.thisIndex, stim, prompt, answer, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, Participant ID, date, expName, frameRate
, , , , , , , , , , left, 2.233000000000004, , , , , , , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, 0, 7, 7, 7, frizFarLeft.jpg, The force is forehand., left, , , , , 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , space, 39.92700000000002, left, 1, 1.711999999999989, , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, , , , , frizFarLeft.jpg, The force is forehand., left, 0, 0, 0, 0, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.7629999999999768, , , , , , , , , , , , frizNearLeft.jpg, The force is backhand., left, , , , , frizNearLeft.jpg, The force is backhand., left, 0, 1, 1, 6, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.1340000000000146, , , , , , , , , , , , frizFarLeft.jpg, The force is away., right, , , , , frizFarLeft.jpg, The force is away., right, 0, 2, 2, 12, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.8700000000000045, , , , , , , , , , , , frizNearLeft.jpg, The force is home., left, , , , , frizNearLeft.jpg, The force is home., left, 0, 3, 3, 10, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.3690000000000282, , , , , , , , , , , , frizFarRight.jpg, The force is forehand., left, , , , , frizFarRight.jpg, The force is forehand., left, 0, 4, 4, 1, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.7509999999999764, , , , , , , , , , , , frizNearLeft.jpg, The force is forehand., right, , , , , frizNearLeft.jpg, The force is forehand., right, 0, 5, 5, 2, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.4750000000000227, , , , , , , , , , , , frizNearRight.jpg, The force is away., left, , , , , frizNearRight.jpg, The force is away., left, 0, 6, 6, 15, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.9279999999999973, , , , , , , , , , , , frizFarLeft.jpg, The force is home., left, , , , , frizFarLeft.jpg, The force is home., left, 0, 7, 7, 8, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.9610000000000127, , , , , , , , , , , , frizNearLeft.jpg, The force is away., right, , , , , frizNearLeft.jpg, The force is away., right, 0, 8, 8, 14, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.3179999999999836, , , , , , , , , , , , frizNearRight.jpg, The force is forehand., right, , , , , frizNearRight.jpg, The force is forehand., right, 0, 9, 9, 3, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.9230000000000018, , , , , , , , , , , , frizNearRight.jpg, The force is home., right, , , , , frizNearRight.jpg, The force is home., right, 0, 10, 10, 11, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.8000000000000114, , , , , , , , , , , , frizFarRight.jpg, The force is backhand., right, , , , , frizFarRight.jpg, The force is backhand., right, 0, 11, 11, 5, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.13900000000001, , , , , , , , , , , , frizFarRight.jpg, The force is home., right, , , , , frizFarRight.jpg, The force is home., right, 0, 12, 12, 9, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 2.541999999999973, , , , , , , , , , , , frizFarRight.jpg, The force is away., left, , , , , frizFarRight.jpg, The force is away., left, 0, 13, 13, 13, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 2.0160000000000196, , , , , , , , , , , , frizFarLeft.jpg, The force is backhand., right, , , , , frizFarLeft.jpg, The force is backhand., right, 0, 14, 14, 4, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.2869999999999777, , , , , , , , , , , , frizNearRight.jpg, The force is backhand., left, , , , , frizNearRight.jpg, The force is backhand., left, 0, 15, 15, 7, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.4639999999999986, , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, , , , , frizFarLeft.jpg, The force is forehand., left, 1, 0, 16, 0, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.0540000000000305, , , , , , , , , , , , frizFarLeft.jpg, The force is away., right, , , , , frizFarLeft.jpg, The force is away., right, 1, 1, 17, 12, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.3199999999999932, , , , , , , , , , , , frizNearLeft.jpg, The force is forehand., right, , , , , frizNearLeft.jpg, The force is forehand., right, 1, 2, 18, 2, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.350999999999999, , , , , , , , , , , , frizNearLeft.jpg, The force is backhand., left, , , , , frizNearLeft.jpg, The force is backhand., left, 1, 3, 19, 6, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.9530000000000314, , , , , , , , , , , , frizFarLeft.jpg, The force is backhand., right, , , , , frizFarLeft.jpg, The force is backhand., right, 1, 4, 20, 4, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.0440000000000396, , , , , , , , , , , , frizFarRight.jpg, The force is forehand., left, , , , , frizFarRight.jpg, The force is forehand., left, 1, 5, 21, 1, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.150000000000034, , , , , , , , , , , , frizFarRight.jpg, The force is home., right, , , , , frizFarRight.jpg, The force is home., right, 1, 6, 22, 9, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.5030000000000427, , , , , , , , , , , , frizNearRight.jpg, The force is backhand., left, , , , , frizNearRight.jpg, The force is backhand., left, 1, 7, 23, 7, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.0699999999999932, , , , , , , , , , , , frizFarLeft.jpg, The force is home., left, , , , , frizFarLeft.jpg, The force is home., left, 1, 8, 24, 8, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.0299999999999727, , , , , , , , , , , , frizFarRight.jpg, The force is away., left, , , , , frizFarRight.jpg, The force is away., left, 1, 9, 25, 13, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.0670000000000073, , , , , , , , , , , , frizNearRight.jpg, The force is home., right, , , , , frizNearRight.jpg, The force is home., right, 1, 10, 26, 11, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.9259999999999877, , , , , , , , , , , , frizNearLeft.jpg, The force is home., left, , , , , frizNearLeft.jpg, The force is home., left, 1, 11, 27, 10, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.585999999999956, , , , , , , , , , , , frizFarRight.jpg, The force is backhand., right, , , , , frizFarRight.jpg, The force is backhand., right, 1, 12, 28, 5, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.285000000000025, , , , , , , , , , , , frizNearRight.jpg, The force is forehand., right, , , , , frizNearRight.jpg, The force is forehand., right, 1, 13, 29, 3, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.9820000000000277, , , , , , , , , , , , frizNearRight.jpg, The force is away., left, , , , , frizNearRight.jpg, The force is away., left, 1, 14, 30, 15, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.8439999999999941, , , , , , , , , , , , frizNearLeft.jpg, The force is away., right, , , , , frizNearLeft.jpg, The force is away., right, 1, 15, 31, 14, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.4499999999999886, , , , , , , , , , , , frizFarRight.jpg, The force is backhand., right, , , , , frizFarRight.jpg, The force is backhand., right, 2, 0, 32, 5, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 2.367999999999995, , , , , , , , , , , , frizNearRight.jpg, The force is away., left, , , , , frizNearRight.jpg, The force is away., left, 2, 1, 33, 15, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.4189999999999827, , , , , , , , , , , , frizNearRight.jpg, The force is backhand., left, , , , , frizNearRight.jpg, The force is backhand., left, 2, 2, 34, 7, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.4449999999999932, , , , , , , , , , , , frizFarRight.jpg, The force is home., right, , , , , frizFarRight.jpg, The force is home., right, 2, 3, 35, 9, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.9329999999999927, , , , , , , , , , , , frizFarRight.jpg, The force is away., left, , , , , frizFarRight.jpg, The force is away., left, 2, 4, 36, 13, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.9499999999999886, , , , , , , , , , , , frizFarLeft.jpg, The force is home., left, , , , , frizFarLeft.jpg, The force is home., left, 2, 5, 37, 8, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.1680000000000064, , , , , , , , , , , , frizFarLeft.jpg, The force is backhand., right, , , , , frizFarLeft.jpg, The force is backhand., right, 2, 6, 38, 4, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.0159999999999627, , , , , , , , , , , , frizFarRight.jpg, The force is forehand., left, , , , , frizFarRight.jpg, The force is forehand., left, 2, 7, 39, 1, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.13900000000001, , , , , , , , , , , , frizNearLeft.jpg, The force is forehand., right, , , , , frizNearLeft.jpg, The force is forehand., right, 2, 8, 40, 2, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.8550000000000182, , , , , , , , , , , , frizNearRight.jpg, The force is home., right, , , , , frizNearRight.jpg, The force is home., right, 2, 9, 41, 11, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.146000000000015, , , , , , , , , , , , frizNearLeft.jpg, The force is away., right, , , , , frizNearLeft.jpg, The force is away., right, 2, 10, 42, 14, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.8839999999999577, , , , , , , , , , , , frizNearLeft.jpg, The force is backhand., left, , , , , frizNearLeft.jpg, The force is backhand., left, 2, 11, 43, 6, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.8840000000000146, , , , , , , , , , , , frizFarLeft.jpg, The force is away., right, , , , , frizFarLeft.jpg, The force is away., right, 2, 12, 44, 12, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.8029999999999973, , , , , , , , , , , , frizNearLeft.jpg, The force is home., left, , , , , frizNearLeft.jpg, The force is home., left, 2, 13, 45, 10, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.1970000000000027, , , , , , , , , , , , frizNearRight.jpg, The force is forehand., right, , , , , frizNearRight.jpg, The force is forehand., right, 2, 14, 46, 3, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.004000000000019, , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, , , , , frizFarLeft.jpg, The force is forehand., left, 2, 15, 47, 0, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.8089999999999691, , , , , , , , , , , , frizFarRight.jpg, The force is forehand., left, , , , , frizFarRight.jpg, The force is forehand., left, 3, 0, 48, 1, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.8360000000000127, , , , , , , , , , , , frizNearRight.jpg, The force is away., left, , , , , frizNearRight.jpg, The force is away., left, 3, 1, 49, 15, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.330000000000041, , , , , , , , , , , , frizNearLeft.jpg, The force is away., right, , , , , frizNearLeft.jpg, The force is away., right, 3, 2, 50, 14, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.9099999999999682, , , , , , , , , , , , frizNearRight.jpg, The force is forehand., right, , , , , frizNearRight.jpg, The force is forehand., right, 3, 3, 51, 3, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.9689999999999372, , , , , , , , , , , , frizNearLeft.jpg, The force is home., left, , , , , frizNearLeft.jpg, The force is home., left, 3, 4, 52, 10, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.875, , , , , , , , , , , , frizFarRight.jpg, The force is home., right, , , , , frizFarRight.jpg, The force is home., right, 3, 5, 53, 9, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.302000000000021, , , , , , , , , , , , frizNearLeft.jpg, The force is backhand., left, , , , , frizNearLeft.jpg, The force is backhand., left, 3, 6, 54, 6, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.136000000000081, , , , , , , , , , , , frizFarLeft.jpg, The force is away., right, , , , , frizFarLeft.jpg, The force is away., right, 3, 7, 55, 12, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.8159999999999172, , , , , , , , , , , , frizFarRight.jpg, The force is away., left, , , , , frizFarRight.jpg, The force is away., left, 3, 8, 56, 13, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.3840000000000146, , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, , , , , frizFarLeft.jpg, The force is forehand., left, 3, 9, 57, 0, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.9399999999999409, , , , , , , , , , , , frizNearLeft.jpg, The force is forehand., right, , , , , frizNearLeft.jpg, The force is forehand., right, 3, 10, 58, 2, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.0079999999999245, , , , , , , , , , , , frizNearRight.jpg, The force is home., right, , , , , frizNearRight.jpg, The force is home., right, 3, 11, 59, 11, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.9379999999999882, , , , , , , , , , , , frizFarLeft.jpg, The force is home., left, , , , , frizFarLeft.jpg, The force is home., left, 3, 12, 60, 8, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.2339999999999236, , , , , , , , , , , , frizFarLeft.jpg, The force is backhand., right, , , , , frizFarLeft.jpg, The force is backhand., right, 3, 13, 61, 4, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.1920000000000073, , , , , , , , , , , , frizNearRight.jpg, The force is backhand., left, , , , , frizNearRight.jpg, The force is backhand., left, 3, 14, 62, 7, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.5670000000000073, , , , , , , , , , , , frizFarRight.jpg, The force is backhand., right, , , , , frizFarRight.jpg, The force is backhand., right, 3, 15, 63, 5, 81030517, Thu Aug 10 2017 16:25:57 GMT-0400 (EDT), Ultimate_Frisbee, 60
