Continue.keys, Continue.rt, instructions_response.keys, instructions_response.rt, repeat_response.keys, repeat_response.rt, key_resp_3.keys, key_resp_3.rt, key_resp_5.keys, key_resp_5.rt, key_resp_2.keys, key_resp_2.rt, key_resp_4.keys, key_resp_4.rt, Trials_response.keys, Trials_response.corr, Trials_response.rt, Block_Continue.keys, Block_Continue.rt, Image, instructions_1_loop.thisRepN, instructions_1_loop.thisTrialN, instructions_1_loop.thisN, instructions_1_loop.thisIndex, instructions_2_repeat.thisRepN, instructions_2_repeat.thisTrialN, instructions_2_repeat.thisN, instructions_2_repeat.thisIndex, stim, prompt, answer, trials_2.thisRepN, trials_2.thisTrialN, trials_2.thisN, trials_2.thisIndex, stim, prompt, answer, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, participant, date, expName, frameRate
, , space, 5.939000000000007, , , , , , , , , , , , , , , , Slide25.JPG, 0, 10, 10, 10, , , , , , , , , , , , , , , , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 2.0019999999999953, , , , , , , , , , , , , , , , Slide26.JPG, 0, 11, 11, 11, , , , , , , , , , , , , , , , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 2.935999999999993, , , , , , , , , , , , , , , , Slide27.JPG, 0, 12, 12, 12, , , , , , , , , , , , , , , , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , space, 3.9869999999999948, , , , , , , , , , , , , , , , Slide28.JPG, 0, 13, 13, 13, , , , , , , , , , , , , , , , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , 1, 2.0860000000000127, space, 2.401999999999987, space, 0.8499999999999943, right, 1.879000000000019, , , , , , , , , , , , , , , , , navFarLeft.jpg, Go right., left, 0, 0, 0, 0, navFarLeft.jpg, Go right., left, , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , right, 1.835000000000008, , , , , , , , , , , , , , , , , navNearLeft.jpg, Go away., right, 0, 1, 1, 1, navNearLeft.jpg, Go away., right, , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , right, 2.266999999999996, , , , , , , , , , , , , , , , , navFarRight.jpg, Go left., right, 0, 2, 2, 2, navFarRight.jpg, Go left., right, , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , right, 0.8489999999999895, , , , , , , , , , , , , , , , , navNearRight.jpg, Go home. , right, 0, 3, 3, 3, navNearRight.jpg, Go home. , right, , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , left, 1.1500000000000057, , , , , , , , , , , , , , , , , navNearLeft.jpg, Go left., left, 0, 4, 4, 4, navNearLeft.jpg, Go left., left, , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , right, 0.8329999999999984, , , , , , , , , , , , , , , , , navNearRight.jpg, Go home., right, 0, 5, 5, 5, navNearRight.jpg, Go home., right, , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , right, 0.8829999999999814, , , , , , , , , , , , , , , , , navNearLeft.jpg, Go away., right, 0, 6, 6, 6, navNearLeft.jpg, Go away., right, , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , right, 1.634999999999991, , , , , , , , , , , , , , , , , navFarLeft.jpg, Go right., left, 0, 7, 7, 7, navFarLeft.jpg, Go right., left, , , , , 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , space, 2.3689999999999998, left, 1, 1.0190000000000055, , , , , , , , , , , , navNearRight.jpg, Go away. , left, , , , , navNearRight.jpg, Go away. , left, 0, 0, 0, 7, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.7179999999999893, , , , , , , , , , , , navFarLeft.jpg, Go right. , left, , , , , navFarLeft.jpg, Go right. , left, 0, 1, 1, 12, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 0, 2.8870000000000005, , , , , , , , , , , , navFarRight.jpg, Go right. , left, , , , , navFarRight.jpg, Go right. , left, 0, 2, 2, 13, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.100999999999999, , , , , , , , , , , , navNearLeft.jpg, Go away. , right, , , , , navNearLeft.jpg, Go away. , right, 0, 3, 3, 6, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.0840000000000032, , , , , , , , , , , , navFarRight.jpg, Go away. , left, , , , , navFarRight.jpg, Go away. , left, 0, 4, 4, 5, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.9000000000000057, , , , , , , , , , , , navNearLeft.jpg, Go left. , left, , , , , navNearLeft.jpg, Go left. , left, 0, 5, 5, 10, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.0180000000000007, , , , , , , , , , , , navNearRight.jpg, Go right. , right, , , , , navNearRight.jpg, Go right. , right, 0, 6, 6, 15, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.8000000000000114, , , , , , , , , , , , navFarLeft.jpg, Go home., left, , , , , navFarLeft.jpg, Go home., left, 0, 7, 7, 0, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.6839999999999975, , , , , , , , , , , , navNearLeft.jpg, Go home., left, , , , , navNearLeft.jpg, Go home., left, 0, 8, 8, 2, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.1020000000000039, , , , , , , , , , , , navFarRight.jpg, Go home., right, , , , , navFarRight.jpg, Go home., right, 0, 9, 9, 1, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.8829999999999814, , , , , , , , , , , , navFarLeft.jpg, Go away. , right, , , , , navFarLeft.jpg, Go away. , right, 0, 10, 10, 4, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1, , , , , , , , , , , , navNearLeft.jpg, Go right. , right, , , , , navNearLeft.jpg, Go right. , right, 0, 11, 11, 14, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.867999999999995, , , , , , , , , , , , navNearRight.jpg, Go left. , left, , , , , navNearRight.jpg, Go left. , left, 0, 12, 12, 11, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.4509999999999934, , , , , , , , , , , , navFarRight.jpg, Go left. , right, , , , , navFarRight.jpg, Go left. , right, 0, 13, 13, 9, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.0180000000000007, , , , , , , , , , , , navNearRight.jpg, Go home., right, , , , , navNearRight.jpg, Go home., right, 0, 14, 14, 3, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 0, 1.4680000000000177, , , , , , , , , , , , navFarLeft.jpg, Go left. , right, , , , , navFarLeft.jpg, Go left. , right, 0, 15, 15, 8, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.1519999999999868, , , , , , , , , , , , navFarLeft.jpg, Go home., left, , , , , navFarLeft.jpg, Go home., left, 1, 0, 16, 0, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.7029999999999745, , , , , , , , , , , , navFarLeft.jpg, Go away. , right, , , , , navFarLeft.jpg, Go away. , right, 1, 1, 17, 4, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 2.1549999999999727, , , , , , , , , , , , navFarLeft.jpg, Go left. , right, , , , , navFarLeft.jpg, Go left. , right, 1, 2, 18, 8, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.9169999999999732, , , , , , , , , , , , navNearRight.jpg, Go away. , left, , , , , navNearRight.jpg, Go away. , left, 1, 3, 19, 7, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.5179999999999723, , , , , , , , , , , , navFarRight.jpg, Go away. , left, , , , , navFarRight.jpg, Go away. , left, 1, 4, 20, 5, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.8179999999999836, , , , , , , , , , , , navFarRight.jpg, Go home., right, , , , , navFarRight.jpg, Go home., right, 1, 5, 21, 1, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.6850000000000023, , , , , , , , , , , , navNearLeft.jpg, Go right. , right, , , , , navNearLeft.jpg, Go right. , right, 1, 6, 22, 14, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.9569999999999936, , , , , , , , , , , , navNearRight.jpg, Go right. , right, , , , , navNearRight.jpg, Go right. , right, 1, 7, 23, 15, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.9209999999999923, , , , , , , , , , , , navFarRight.jpg, Go right. , left, , , , , navFarRight.jpg, Go right. , left, 1, 8, 24, 13, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 2.6889999999999645, , , , , , , , , , , , navFarLeft.jpg, Go right. , left, , , , , navFarLeft.jpg, Go right. , left, 1, 9, 25, 12, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.285000000000025, , , , , , , , , , , , navNearLeft.jpg, Go left. , left, , , , , navNearLeft.jpg, Go left. , left, 1, 10, 26, 10, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.9010000000000105, , , , , , , , , , , , navNearRight.jpg, Go home., right, , , , , navNearRight.jpg, Go home., right, 1, 11, 27, 3, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.0360000000000014, , , , , , , , , , , , navNearRight.jpg, Go left. , left, , , , , navNearRight.jpg, Go left. , left, 1, 12, 28, 11, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.7180000000000177, , , , , , , , , , , , navNearLeft.jpg, Go home., left, , , , , navNearLeft.jpg, Go home., left, 1, 13, 29, 2, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.5500000000000114, , , , , , , , , , , , navFarRight.jpg, Go left. , right, , , , , navFarRight.jpg, Go left. , right, 1, 14, 30, 9, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.2010000000000218, , , , , , , , , , , , navNearLeft.jpg, Go away. , right, , , , , navNearLeft.jpg, Go away. , right, 1, 15, 31, 6, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.8190000000000168, , , , , , , , , , , , navFarLeft.jpg, Go left. , right, , , , , navFarLeft.jpg, Go left. , right, 2, 0, 32, 8, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.8659999999999854, , , , , , , , , , , , navNearRight.jpg, Go home., right, , , , , navNearRight.jpg, Go home., right, 2, 1, 33, 3, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.1020000000000323, , , , , , , , , , , , navFarLeft.jpg, Go away. , right, , , , , navFarLeft.jpg, Go away. , right, 2, 2, 34, 4, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.8520000000000323, , , , , , , , , , , , navFarRight.jpg, Go left. , right, , , , , navFarRight.jpg, Go left. , right, 2, 3, 35, 9, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.9000000000000341, , , , , , , , , , , , navNearLeft.jpg, Go right. , right, , , , , navNearLeft.jpg, Go right. , right, 2, 4, 36, 14, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.9839999999999804, , , , , , , , , , , , navFarRight.jpg, Go home., right, , , , , navFarRight.jpg, Go home., right, 2, 5, 37, 1, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.384999999999991, , , , , , , , , , , , navFarRight.jpg, Go away. , left, , , , , navFarRight.jpg, Go away. , left, 2, 6, 38, 5, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 2.187000000000012, , , , , , , , , , , , navFarRight.jpg, Go right. , left, , , , , navFarRight.jpg, Go right. , left, 2, 7, 39, 13, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.0509999999999877, , , , , , , , , , , , navNearLeft.jpg, Go left. , left, , , , , navNearLeft.jpg, Go left. , left, 2, 8, 40, 10, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.7849999999999682, , , , , , , , , , , , navNearLeft.jpg, Go home., left, , , , , navNearLeft.jpg, Go home., left, 2, 9, 41, 2, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.8509999999999991, , , , , , , , , , , , navNearRight.jpg, Go left. , left, , , , , navNearRight.jpg, Go left. , left, 2, 10, 42, 11, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.785000000000025, , , , , , , , , , , , navNearRight.jpg, Go right. , right, , , , , navNearRight.jpg, Go right. , right, 2, 11, 43, 15, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.5529999999999973, , , , , , , , , , , , navFarLeft.jpg, Go right. , left, , , , , navFarLeft.jpg, Go right. , left, 2, 12, 44, 12, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.018000000000029, , , , , , , , , , , , navFarLeft.jpg, Go home., left, , , , , navFarLeft.jpg, Go home., left, 2, 13, 45, 0, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.8349999999999795, , , , , , , , , , , , navNearRight.jpg, Go away. , left, , , , , navNearRight.jpg, Go away. , left, 2, 14, 46, 7, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.9010000000000105, , , , , , , , , , , , navNearLeft.jpg, Go away. , right, , , , , navNearLeft.jpg, Go away. , right, 2, 15, 47, 6, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.9360000000000355, , , , , , , , , , , , navNearLeft.jpg, Go right. , right, , , , , navNearLeft.jpg, Go right. , right, 3, 0, 48, 14, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.467999999999961, , , , , , , , , , , , navFarRight.jpg, Go right. , left, , , , , navFarRight.jpg, Go right. , left, 3, 1, 49, 13, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.8170000000000073, , , , , , , , , , , , navFarRight.jpg, Go left. , right, , , , , navFarRight.jpg, Go left. , right, 3, 2, 50, 9, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 0.98599999999999, , , , , , , , , , , , navNearRight.jpg, Go home., right, , , , , navNearRight.jpg, Go home., right, 3, 3, 51, 3, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.450999999999965, , , , , , , , , , , , navFarLeft.jpg, Go right. , left, , , , , navFarLeft.jpg, Go right. , left, 3, 4, 52, 12, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.035000000000025, , , , , , , , , , , , navNearLeft.jpg, Go away. , right, , , , , navNearLeft.jpg, Go away. , right, 3, 5, 53, 6, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.9189999999999827, , , , , , , , , , , , navNearLeft.jpg, Go left. , left, , , , , navNearLeft.jpg, Go left. , left, 3, 6, 54, 10, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.335999999999956, , , , , , , , , , , , navFarRight.jpg, Go away. , left, , , , , navFarRight.jpg, Go away. , left, 3, 7, 55, 5, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.134999999999991, , , , , , , , , , , , navFarLeft.jpg, Go away. , right, , , , , navFarLeft.jpg, Go away. , right, 3, 8, 56, 4, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.468999999999994, , , , , , , , , , , , navNearRight.jpg, Go right. , right, , , , , navNearRight.jpg, Go right. , right, 3, 9, 57, 15, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.9019999999999868, , , , , , , , , , , , navNearLeft.jpg, Go home., left, , , , , navNearLeft.jpg, Go home., left, 3, 10, 58, 2, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 1.2520000000000095, , , , , , , , , , , , navNearRight.jpg, Go away. , left, , , , , navNearRight.jpg, Go away. , left, 3, 11, 59, 7, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 0, 0.7169999999999845, , , , , , , , , , , , navFarRight.jpg, Go home., right, , , , , navFarRight.jpg, Go home., right, 3, 12, 60, 1, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 5.374000000000024, , , , , , , , , , , , navFarLeft.jpg, Go home., left, , , , , navFarLeft.jpg, Go home., left, 3, 13, 61, 0, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , left, 1, 0.9019999999999868, , , , , , , , , , , , navNearRight.jpg, Go left. , left, , , , , navNearRight.jpg, Go left. , left, 3, 14, 62, 11, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
, , , , , , , , , , , , , , right, 1, 1.0680000000000405, , , , , , , , , , , , navFarLeft.jpg, Go left. , right, , , , , navFarLeft.jpg, Go left. , right, 3, 15, 63, 8, 60510916, Fri Sep 15 2017 16:23:05 GMT-0400 (Eastern Daylight Time), Road_Intersection, 60
