Continue.keys, Continue.rt, instructions_response.keys, instructions_response.rt, repeat_response.keys, repeat_response.rt, key_resp_3.keys, key_resp_3.rt, key_resp_5.keys, key_resp_5.rt, key_resp_2.keys, key_resp_2.rt, key_resp_4.keys, key_resp_4.rt, Trials_response.keys, Trials_response.corr, Trials_response.rt, Block_Continue.keys, Block_Continue.rt, Image, instructions_1_loop.thisRepN, instructions_1_loop.thisTrialN, instructions_1_loop.thisN, instructions_1_loop.thisIndex, instructions_2_repeat.thisRepN, instructions_2_repeat.thisTrialN, instructions_2_repeat.thisN, instructions_2_repeat.thisIndex, stim, prompt, answer, trials_2.thisRepN, trials_2.thisTrialN, trials_2.thisN, trials_2.thisIndex, stim, prompt, answer, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, participant, date, expName, frameRate
, , space, 17.08699999999999, , , , , , , , , , , , , , , , Slide12.JPG, 0, 11, 11, 11, , , , , , , , , , , , , , , , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , space, 18.920999999999992, , , , , , , , , , , , , , , , Slide13.JPG, 0, 12, 12, 12, , , , , , , , , , , , , , , , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , space, 4.989000000000004, , , , , , , , , , , , , , , , Slide14.JPG, 0, 13, 13, 13, , , , , , , , , , , , , , , , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , 1, 7.741000000000014, space, 2.201999999999998, space, 6.091000000000008, left, 2.034999999999968, , , , , , , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, 0, 0, 0, 0, frizFarLeft.jpg, The force is forehand., left, , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , right, 1.933999999999969, , , , , , , , , , , , , , , , , frizNearLeft.jpg, The force is away., right, 0, 1, 1, 1, frizNearLeft.jpg, The force is away., right, , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , right, 2.433999999999969, , , , , , , , , , , , , , , , , frizFarRight.jpg, The force is backhand., right, 0, 2, 2, 2, frizFarRight.jpg, The force is backhand., right, , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , right, 1.4010000000000105, , , , , , , , , , , , , , , , , frizNearRight.jpg, The force is home., right, 0, 3, 3, 3, frizNearRight.jpg, The force is home., right, , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , left, 2.035000000000025, , , , , , , , , , , , , , , , , frizNearLeft.jpg, The force is backhand., left, 0, 4, 4, 4, frizNearLeft.jpg, The force is backhand., left, , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , right, 1.31899999999996, , , , , , , , , , , , , , , , , frizNearRight.jpg, The force is home., right, 0, 5, 5, 5, frizNearRight.jpg, The force is home., right, , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , right, 1.2839999999999918, , , , , , , , , , , , , , , , , frizNearLeft.jpg, The force is away., right, 0, 6, 6, 6, frizNearLeft.jpg, The force is away., right, , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , right, 1.8170000000000073, , , , , , , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, 0, 7, 7, 7, frizFarLeft.jpg, The force is forehand., left, , , , , 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , space, 17.726, left, 1, 0.867999999999995, , , , , , , , , , , , frizNearLeft.jpg, The force is home., left, , , , , frizNearLeft.jpg, The force is home., left, 0, 0, 0, 10, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.8840000000000146, , , , , , , , , , , , frizNearRight.jpg, The force is home., right, , , , , frizNearRight.jpg, The force is home., right, 0, 1, 1, 11, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.98599999999999, , , , , , , , , , , , frizNearLeft.jpg, The force is forehand., right, , , , , frizNearLeft.jpg, The force is forehand., right, 0, 2, 2, 2, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.3170000000000073, , , , , , , , , , , , frizNearLeft.jpg, The force is backhand., left, , , , , frizNearLeft.jpg, The force is backhand., left, 0, 3, 3, 6, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.2010000000000218, , , , , , , , , , , , frizFarRight.jpg, The force is home., right, , , , , frizFarRight.jpg, The force is home., right, 0, 4, 4, 9, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.31899999999996, , , , , , , , , , , , frizFarRight.jpg, The force is away., left, , , , , frizFarRight.jpg, The force is away., left, 0, 5, 5, 13, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.6509999999999536, , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, , , , , frizFarLeft.jpg, The force is forehand., left, 0, 6, 6, 0, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.3519999999999754, , , , , , , , , , , , frizNearLeft.jpg, The force is away., right, , , , , frizNearLeft.jpg, The force is away., right, 0, 7, 7, 14, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 2.102000000000089, , , , , , , , , , , , frizFarRight.jpg, The force is forehand., left, , , , , frizFarRight.jpg, The force is forehand., left, 0, 8, 8, 1, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1, , , , , , , , , , , , frizFarLeft.jpg, The force is home., left, , , , , frizFarLeft.jpg, The force is home., left, 0, 9, 9, 8, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.2019999999999982, , , , , , , , , , , , frizFarLeft.jpg, The force is away., right, , , , , frizFarLeft.jpg, The force is away., right, 0, 10, 10, 12, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.5679999999999836, , , , , , , , , , , , frizNearRight.jpg, The force is forehand., right, , , , , frizNearRight.jpg, The force is forehand., right, 0, 11, 11, 3, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.7509999999999764, , , , , , , , , , , , frizFarLeft.jpg, The force is backhand., right, , , , , frizFarLeft.jpg, The force is backhand., right, 0, 12, 12, 4, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 2.3029999999999973, , , , , , , , , , , , frizFarRight.jpg, The force is backhand., right, , , , , frizFarRight.jpg, The force is backhand., right, 0, 13, 13, 5, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.3840000000000146, , , , , , , , , , , , frizNearRight.jpg, The force is backhand., left, , , , , frizNearRight.jpg, The force is backhand., left, 0, 14, 14, 7, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.268000000000029, , , , , , , , , , , , frizNearRight.jpg, The force is away., left, , , , , frizNearRight.jpg, The force is away., left, 0, 15, 15, 15, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.48599999999999, , , , , , , , , , , , frizNearLeft.jpg, The force is forehand., right, , , , , frizNearLeft.jpg, The force is forehand., right, 1, 0, 16, 2, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.0190000000000055, , , , , , , , , , , , frizNearRight.jpg, The force is away., left, , , , , frizNearRight.jpg, The force is away., left, 1, 1, 17, 15, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 2.185000000000059, , , , , , , , , , , , frizFarRight.jpg, The force is backhand., right, , , , , frizFarRight.jpg, The force is backhand., right, 1, 2, 18, 5, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.1340000000000146, , , , , , , , , , , , frizFarLeft.jpg, The force is away., right, , , , , frizFarLeft.jpg, The force is away., right, 1, 3, 19, 12, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.8859999999999673, , , , , , , , , , , , frizNearLeft.jpg, The force is backhand., left, , , , , frizNearLeft.jpg, The force is backhand., left, 1, 4, 20, 6, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.8170000000000073, , , , , , , , , , , , frizNearRight.jpg, The force is forehand., right, , , , , frizNearRight.jpg, The force is forehand., right, 1, 5, 21, 3, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.40300000000002, , , , , , , , , , , , frizFarRight.jpg, The force is home., right, , , , , frizFarRight.jpg, The force is home., right, 1, 6, 22, 9, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 0.9669999999999845, , , , , , , , , , , , frizNearLeft.jpg, The force is home., left, , , , , frizNearLeft.jpg, The force is home., left, 1, 7, 23, 10, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.0849999999999227, , , , , , , , , , , , frizFarRight.jpg, The force is away., left, , , , , frizFarRight.jpg, The force is away., left, 1, 8, 24, 13, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 2.336999999999989, , , , , , , , , , , , frizFarRight.jpg, The force is forehand., left, , , , , frizFarRight.jpg, The force is forehand., left, 1, 9, 25, 1, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.2010000000000218, , , , , , , , , , , , frizNearRight.jpg, The force is home., right, , , , , frizNearRight.jpg, The force is home., right, 1, 10, 26, 11, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.4349999999999454, , , , , , , , , , , , frizFarLeft.jpg, The force is home., left, , , , , frizFarLeft.jpg, The force is home., left, 1, 11, 27, 8, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.7339999999999236, , , , , , , , , , , , frizFarLeft.jpg, The force is backhand., right, , , , , frizFarLeft.jpg, The force is backhand., right, 1, 12, 28, 4, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.9829999999999472, , , , , , , , , , , , frizNearLeft.jpg, The force is away., right, , , , , frizNearLeft.jpg, The force is away., right, 1, 13, 29, 14, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.7530000000000427, , , , , , , , , , , , frizNearRight.jpg, The force is backhand., left, , , , , frizNearRight.jpg, The force is backhand., left, 1, 14, 30, 7, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.9869999999999663, , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, , , , , frizFarLeft.jpg, The force is forehand., left, 1, 15, 31, 0, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.4169999999999163, , , , , , , , , , , , frizFarRight.jpg, The force is away., left, , , , , frizFarRight.jpg, The force is away., left, 2, 0, 32, 13, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.7180000000000746, , , , , , , , , , , , frizNearLeft.jpg, The force is forehand., right, , , , , frizNearLeft.jpg, The force is forehand., right, 2, 1, 33, 2, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.1680000000000064, , , , , , , , , , , , frizNearLeft.jpg, The force is away., right, , , , , frizNearLeft.jpg, The force is away., right, 2, 2, 34, 14, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.8029999999999973, , , , , , , , , , , , frizNearRight.jpg, The force is forehand., right, , , , , frizNearRight.jpg, The force is forehand., right, 2, 3, 35, 3, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.5190000000000055, , , , , , , , , , , , frizNearLeft.jpg, The force is backhand., left, , , , , frizNearLeft.jpg, The force is backhand., left, 2, 4, 36, 6, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.4660000000000082, , , , , , , , , , , , frizFarRight.jpg, The force is home., right, , , , , frizFarRight.jpg, The force is home., right, 2, 5, 37, 9, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.1849999999999454, , , , , , , , , , , , frizNearLeft.jpg, The force is home., left, , , , , frizNearLeft.jpg, The force is home., left, 2, 6, 38, 10, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 2.0860000000000127, , , , , , , , , , , , frizFarLeft.jpg, The force is backhand., right, , , , , frizFarLeft.jpg, The force is backhand., right, 2, 7, 39, 4, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.634999999999991, , , , , , , , , , , , frizFarRight.jpg, The force is backhand., right, , , , , frizFarRight.jpg, The force is backhand., right, 2, 8, 40, 5, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.9669999999999845, , , , , , , , , , , , frizNearRight.jpg, The force is home., right, , , , , frizNearRight.jpg, The force is home., right, 2, 9, 41, 11, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.6359999999999673, , , , , , , , , , , , frizNearRight.jpg, The force is backhand., left, , , , , frizNearRight.jpg, The force is backhand., left, 2, 10, 42, 7, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.2010000000000218, , , , , , , , , , , , frizFarLeft.jpg, The force is home., left, , , , , frizFarLeft.jpg, The force is home., left, 2, 11, 43, 8, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 2.2189999999999372, , , , , , , , , , , , frizFarRight.jpg, The force is forehand., left, , , , , frizFarRight.jpg, The force is forehand., left, 2, 12, 44, 1, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.4180000000000064, , , , , , , , , , , , frizNearRight.jpg, The force is away., left, , , , , frizNearRight.jpg, The force is away., left, 2, 13, 45, 15, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.1190000000000282, , , , , , , , , , , , frizFarLeft.jpg, The force is away., right, , , , , frizFarLeft.jpg, The force is away., right, 2, 14, 46, 12, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 2.0159999999999627, , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, , , , , frizFarLeft.jpg, The force is forehand., left, 2, 15, 47, 0, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.1169999999999618, , , , , , , , , , , , frizFarLeft.jpg, The force is away., right, , , , , frizFarLeft.jpg, The force is away., right, 3, 0, 48, 12, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.0339999999999918, , , , , , , , , , , , frizNearLeft.jpg, The force is backhand., left, , , , , frizNearLeft.jpg, The force is backhand., left, 3, 1, 49, 6, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.9020000000000437, , , , , , , , , , , , frizNearRight.jpg, The force is forehand., right, , , , , frizNearRight.jpg, The force is forehand., right, 3, 2, 50, 3, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.5690000000000737, , , , , , , , , , , , frizFarLeft.jpg, The force is forehand., left, , , , , frizFarLeft.jpg, The force is forehand., left, 3, 3, 51, 0, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.9840000000000373, , , , , , , , , , , , frizFarLeft.jpg, The force is backhand., right, , , , , frizFarLeft.jpg, The force is backhand., right, 3, 4, 52, 4, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 2.2189999999999372, , , , , , , , , , , , frizFarRight.jpg, The force is forehand., left, , , , , frizFarRight.jpg, The force is forehand., left, 3, 5, 53, 1, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.0190000000000055, , , , , , , , , , , , frizNearLeft.jpg, The force is home., left, , , , , frizNearLeft.jpg, The force is home., left, 3, 6, 54, 10, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.967999999999961, , , , , , , , , , , , frizFarRight.jpg, The force is backhand., right, , , , , frizFarRight.jpg, The force is backhand., right, 3, 7, 55, 5, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 0, 0.9850000000000136, , , , , , , , , , , , frizNearRight.jpg, The force is away., left, , , , , frizNearRight.jpg, The force is away., left, 3, 8, 56, 15, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.5019999999999527, , , , , , , , , , , , frizFarRight.jpg, The force is away., left, , , , , frizFarRight.jpg, The force is away., left, 3, 9, 57, 13, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.8999999999999773, , , , , , , , , , , , frizFarRight.jpg, The force is home., right, , , , , frizFarRight.jpg, The force is home., right, 3, 10, 58, 9, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 0.9519999999999982, , , , , , , , , , , , frizNearRight.jpg, The force is home., right, , , , , frizNearRight.jpg, The force is home., right, 3, 11, 59, 11, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.4329999999999927, , , , , , , , , , , , frizNearLeft.jpg, The force is forehand., right, , , , , frizNearLeft.jpg, The force is forehand., right, 3, 12, 60, 2, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.100999999999999, , , , , , , , , , , , frizFarLeft.jpg, The force is home., left, , , , , frizFarLeft.jpg, The force is home., left, 3, 13, 61, 8, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , left, 1, 1.5349999999999682, , , , , , , , , , , , frizNearRight.jpg, The force is backhand., left, , , , , frizNearRight.jpg, The force is backhand., left, 3, 14, 62, 7, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
, , , , , , , , , , , , , , right, 1, 1.1180000000000518, , , , , , , , , , , , frizNearLeft.jpg, The force is away., right, , , , , frizNearLeft.jpg, The force is away., right, 3, 15, 63, 14, 60510916, Fri Sep 15 2017 15:51:21 GMT-0400 (Eastern Daylight Time), Ultimate_Frisbee, 60
